player_name,season,games_missed,teams,injury_notes,player_id
Perry Jones III,2014-15,2,Thunder,bruised right knee (DTD) | sprained left ankle (out for season),203103
Phil Pressey,2015-16,1,76ers,illness (DTD),203515
Quincy Acy,2014-15,1,Knicks,sore left knee (DTD),203112
Quincy Acy,2016-17,4,"Mavericks, Nets",eye contusion (DTD) | sprained left ankle (DTD) | ankle injury (DTD),203112
Quincy Acy,2017-18,1,Nets,strained left groin (DTD),203112
Quincy Pondexter,2014-15,1,Pelicans,arthroscopic surgery on left knee (out indefinitely),202347
Quincy Pondexter,2015-16,1,Pelicans,surgery on left knee to repair cartilage damage (out for season),202347
Quincy Pondexter,2016-17,2,Pelicans,recovering from surgery on left knee (out for season) | arthroscopic surgery on left knee (out for season),202347
R.J. Hunter,2015-16,2,Celtics,strained left hip flexor (DTD) | left shoulder subluxation (DTD),1626154
Rajon Rondo,2013-14,1,Celtics,recovering from surgery on left knee to repair torn ACL (out indefinitely),200765
Rajon Rondo,2014-15,3,"Celtics, Mavericks",surgery on left hand to remove screw | sore Achilles (DTD) | back injury (out for season),200765
Rajon Rondo,2015-16,3,Kings,back spasms (DTD) | right thumb tendinitis (DTD) | sprained right thumb / sprained toe (CBC Y) (DTD),200765
Rajon Rondo,2016-17,2,Bulls,sore/sprained left ankle (DTD) | sprained left ankle (DTD),200765
Rajon Rondo,2017-18,3,Pelicans,surgery to repair sports hernia (out indefinitely) | sprained right wrist (DTD),200765
Rajon Rondo,2018-19,3,Lakers,fractured right hand (out indefinitely) | right finger injury (out indefinitely) | surgery on right finger (out indefinitely),200765
Ramon Sessions,2014-15,2,Kings,back injury (DTD) | strained lower back (DTD),201196
Ramon Sessions,2016-17,2,Hornets,torn lateral meniscus in left knee (out indefinitely) | surgery on left knee to repair torn lateral meniscus (out for season),201196
Randy Foye,2014-15,2,Nuggets,stomach flu (DTD) | undisclosed (out for season),200751
Rashad Vaughn,2016-17,1,Bucks,foot injury (DTD),1626173
Raulzinho Neto / Raul Neto,2016-17,4,Jazz,strained right groin (DTD) | sprained left ankle (DTD),203526
Raulzinho Neto / Raul Neto,2017-18,4,Jazz,sore right foot (DTD) | concussion (DTD) | sprained right ankle (DTD),203526
Raulzinho Neto / Raul Neto,2018-19,1,Jazz,strained left groin (DTD),203526
Ray Allen,2013-14,1,Heat,illness (DTD),951
Raymond Felton,2015-16,1,Mavericks,strained right groin (DTD),101109
Reggie Bullock,2013-14,1,Clippers,sprained left ankle (DTD),203493
Reggie Bullock,2014-15,1,Suns,concussion (out for season),203493
Reggie Bullock,2015-16,2,Pistons,fractured nose (DTD) | illness (DTD),203493
Reggie Bullock,2016-17,1,Pistons,back injury (DTD),203493
Reggie Bullock,2017-18,2,Pistons,thumb injury (DTD) | back injury (DTD),203493
Reggie Bullock,2018-19,4,"Lakers, Pistons",illness (DTD) | left ankle injury (DTD) | sprained left ankle (DTD),203493
Reggie Evans,2014-15,1,Kings,sprained right thumb (out for season),2501
Reggie Jackson (b),2014-15,1,Thunder,sprained right ankle (DTD),202704
Reggie Jackson (b),2015-16,2,Pistons,illness (DTD) | strained abdominal muscle (DTD),202704
Reggie Jackson (b),2016-17,3,Pistons,left knee tendinitis (out indefinitely) | sprained right thumb (out indefinitely) | left knee injury (DTD),202704
Reggie Jackson (b),2017-18,1,Pistons,sprained right ankle (out indefinitely),202704
Richard Jefferson,2014-15,1,Mavericks,back injury (out for season),2210
Richard Jefferson,2016-17,2,Cavaliers,birth of child (DTD) | left knee injury (DTD),2210
Richard Jefferson,2017-18,1,Nuggets,right wrist injury (DTD),2210
Richaun Holmes,2015-16,5,76ers,strained right hamstring (DTD) | strained right Achilles tendon (DTD) | strained right Achilles tendon (DTD) (P),1626158
Richaun Holmes,2016-17,3,76ers,illness (DTD) | concussion (DTD) | upper respiratory infection (DTD),1626158
Richaun Holmes,2017-18,3,76ers,fractured wrist (out indefinitely) | illness (DTD) | gastroenteritis (DTD),1626158
Richaun Holmes,2018-19,2,Suns,strained right quadriceps (DTD) | sprained left ankle (out for season),1626158
Ricky Rubio,2014-15,3,Timberwolves,sore right ankle (DTD) | exploratory surgery on left ankle (out for season),201937
Ricky Rubio,2015-16,2,Timberwolves,sore left knee (DTD) | ankle injury (DTD),201937
Ricky Rubio,2016-17,2,Timberwolves,sprained right elbow (DTD) | sore hip (DTD),201937
Ricky Rubio,2017-18,3,Jazz,sore right Achilles (DTD) | hamstring injury (DTD) | sore left hamstring (DTD),201937
Ricky Rubio,2018-19,1,Jazz,bruised left quadricep (DTD),201937
Robbie Hummel,2014-15,4,Timberwolves,illness (DTD) | fractured right hand (out indefinitely) | fractured right hand (DTD),203133
Robert Covington,2014-15,2,76ers,bruised right shoulder (DTD) | bruised right elbow (DTD),203496
Robert Covington,2015-16,3,76ers,sprained MCL in right knee (DTD) | concussion (DTD),203496
Robert Covington,2016-17,6,76ers,sprained left ankle (DTD) | sprained left knee (DTD) | bruised right hand/wrist (DTD),203496
Robert Williams III,2018-19,2,Celtics,sore back (DTD),1629057
Rodions Kurucs,2018-19,2,Nets,sprained left ankle (DTD) | sprained left elbow (DTD),1629066
Rodney Hood,2014-15,2,Jazz,left heel injury (out indefinitely) | concussion (DTD),203918
Rodney Hood,2015-16,2,Jazz,right ankle injury (DTD) | sore lower back (DTD),203918
Rodney Hood,2016-17,8,Jazz,strained right hamstring (DTD) | strained/sore right hamstring (DTD) | flu (DTD),203918
Rodney Hood,2017-18,5,"Cavaliers, Jazz",sore left ankle (DTD) | bruised lower leg (DTD) | strained lower back (DTD),203918
Rodney Hood,2018-19,3,Cavaliers,toe injury (DTD) | left Achilles injury (DTD),203918
Rodney McGruder,2016-17,2,Heat,sore ankle (DTD) | sprained left ankle (DTD),203585
Rodney McGruder,2017-18,1,Heat,surgery on lower left leg to repair stress fracture (out indefinitely) (date approximate),203585
Rodney McGruder,2018-19,1,Heat,bruised right knee (DTD),203585
Rodney Stuckey,2013-14,2,Pistons,fractured right thumb (out indefinitely) | surgery to repair fractured right thumb (out indefinitely),201155
Rodney Stuckey,2014-15,2,Pacers,sore left foot (DTD) | sore right groin (DTD),201155
Rodney Stuckey,2015-16,4,Pacers,ankle injury (DTD) | sore right ankle (DTD) | sprained right ankle (DTD),201155
Rodney Stuckey,2016-17,4,Pacers,sore right hamstring (DTD) | sore/strained left hamstring (DTD) | sore left hamstring (DTD),201155
Ron Baker,2016-17,1,Knicks,sore ankle (DTD),1627758
Ron Baker,2017-18,2,Knicks,shoulder injury (DTD) | surgery on right shoulder to repair dislocation (out for season),1627758
Ron Baker,2018-19,1,Knicks,illness (DTD),1627758
Rondae Hollis-Jefferson,2015-16,2,Nets,right ankle injury (DTD) | surgery on right ankle to repair fractured bone (out indefinitely),1626178
Rondae Hollis-Jefferson,2016-17,2,Nets,sore right ankle (DTD) | right hip tendinitis (DTD),1626178
Rondae Hollis-Jefferson,2017-18,1,Nets,bruised right hip (DTD),1626178
Rondae Hollis-Jefferson,2018-19,3,Nets,left groin injury (DTD) | sprained right ankle (DTD) | strained right adductor (DTD),1626178
Ronnie Price,2014-15,4,Lakers,fractured nose (DTD) | elbow injury / fractured nose (P) (DTD) | elbow injury (DTD),101179
Ronnie Price,2015-16,1,Suns,surgery on right big toe to remove loose bodies (out indefinitely),101179
Ronnie Price,2016-17,2,"Suns, Thunder",concussion (DTD) | left leg injury (DTD),101179
Ronny Turiaf,2013-14,2,Timberwolves,fractured right elbow (out indefinitely) | bruised right knee (out indefinitely),101142
Ronny Turiaf,2014-15,2,Timberwolves,hip injury (out for season) | arthroscopic surgery on right hip (out for season),101142
Roy Devyn Marble / Roy Marble (Devyn),2014-15,1,Magic,sprained rotator cuff in right shoulder (DTD),203906
Roy Hibbert,2014-15,1,Pacers,sprained left ankle (DTD),201579
Rudy Gay,2014-15,3,Kings,strained patellar tendon in left knee (DTD) | concussion (DTD) | concussion (out for season),200752
Rudy Gay,2015-16,5,Kings,gastroenteritis (DTD) | bruised left heel (DTD) | left eye injury (DTD),200752
Rudy Gay,2016-17,3,Kings,strained right hip flexor (DTD) | torn left Achilles tendon (out for season) | surgery to repair torn left Achilles tendon (out for season),200752
Rudy Gay,2017-18,2,Spurs,sore right heel (DTD) | bursitis in right heel (DTD),200752
Rudy Gay,2018-19,4,Spurs,right heel injury (DTD) | sore left wrist (DTD) | sprained left wrist (DTD),200752
Rudy Gobert,2015-16,2,Jazz,sprained left ankle (DTD) | sprained MCL in left knee (out indefinitely),203497
Rudy Gobert,2016-17,2,Jazz,sore right leg (DTD) | hyperextended left knee (DTD),203497
Rudy Gobert,2017-18,2,Jazz,bruised tibia in right leg (DTD) | sprained left knee (DTD),203497
Russell Westbrook,2013-14,2,Thunder,arthroscopic surgery on right knee (out indefinitely),201566
Russell Westbrook,2014-15,3,Thunder,fractured right hand (DTD) | surgery on right hand to repair fracture (out indefinitely) | surgery on right cheek to repair fracture (DTD),201566
Russell Westbrook,2018-19,2,Thunder,right knee injury (DTD) | sprained left ankle (DTD),201566
Ryan Anderson,2013-14,1,Pelicans,surgery on neck to repair herniated disc (out for season) (date approximate),201583
Ryan Anderson,2014-15,3,Pelicans,ankle injury (DTD) | sore/sprained right elbow (DTD) | sprained MCL in right knee (DTD),201583
Ryan Anderson,2015-16,1,Pelicans,left groin injury / sports hernia (out for season),201583
Ryan Anderson,2016-17,4,Rockets,flu (DTD) | illness (DTD) | back injury (DTD),201583
Ryan Anderson,2017-18,3,Rockets,sprained right ankle (DTD) | sore left groin/hip (DTD) | sprained left ankle (DTD),201583
Ryan Anderson,2018-19,1,Suns,tightness in lower back (DTD),201583
Ryan Broekhoff,2018-19,1,Mavericks,illness (DTD),1629151
Ryan Hollins,2014-15,1,Kings,back spasms (DTD),200797
Ryan Kelly,2014-15,3,Lakers,sore right hamstring (DTD) | torn right hamstring (out indefinitely),203527
Ryan Kelly,2015-16,1,Lakers,illness (DTD),203527
Salah Mejri,2015-16,2,Mavericks,strained right hip (out for season) | arthroscopic surgery on knee to remove debris (out indefinitely),1626257
Salah Mejri,2016-17,1,Mavericks,knee injury (DTD),1626257
Salah Mejri,2017-18,2,Mavericks,stiff neck (DTD) | bruised right knee (DTD),1626257
Salah Mejri,2018-19,1,Mavericks,sore left knee (DTD),1626257
Sam Dekker,2015-16,5,Rockets,sore back (DTD) | sore lower back (DTD) | sore back (out for season),1626155
Sam Dekker,2016-17,1,Rockets,fractured left hand (out indefinitely),1626155
Sam Dekker,2018-19,4,"Cavaliers, Wizards",sprained left ankle (out indefinitely) | sprained left ankle (DTD) | back spasms (DTD),1626155
Samuel Dalembert,2014-15,1,Knicks,sprained right ankle (DTD),2223
Sean Kilpatrick,2016-17,1,Nets,strained left hamstring (DTD),203930
Semaj Christon,2016-17,1,Thunder,concussion (DTD),203902
Serge Ibaka,2013-14,1,Thunder,left calf injury (out indefinitely),201586
Serge Ibaka,2014-15,1,Thunder,arthroscopic surgery on right knee (out indefinitely),201586
Serge Ibaka,2016-17,1,Magic,sore right shoulder (DTD),201586
Serge Ibaka,2017-18,1,Raptors,swollen left / right knee (DTD),201586
Serge Ibaka,2018-19,2,Raptors,sore right knee (DTD) | right knee injury (DTD),201586
Sergey Karasev,2014-15,3,Nets,"strained left oblique (DTD) | illness (DTD) | surgery on right knee to repair torn MCL, dislocated patella (out for season) (date approximate)",203508
Sergey Karasev,2015-16,3,Nets,sprained left ankle (DTD) | sore left ankle (DTD) | illness (DTD),203508
Sergio Rodriguez,2016-17,5,76ers,flu/gastroenteritis (DTD) | sprained left ankle (DTD) | strained / tightness in left hamstring (out for season),200771
Seth Curry,2015-16,2,Kings,sprained right ankle (DTD) | sprained right foot (DTD),203552
Seth Curry,2016-17,2,Mavericks,bruised/strained/sprained right knee (DTD) | sore left shoulder (out for season),203552
Seth Curry,2017-18,2,Mavericks,stress reaction in tibia in left leg (out for season) | surgery on left leg to repair stress fracture (out for season),203552
Seth Curry,2018-19,2,Blazers,right knee injury (DTD) | sore left tibia (DTD),203552
Shabazz Muhammad,2014-15,3,Timberwolves,sore lower abdomen / strained oblique (DTD) | ruptured ligament in left middle finger (out for season) | surgery on left middle finger to repair ruptured ligament (out for season),203498
Shabazz Muhammad,2017-18,1,Bucks,sprained right ankle (DTD),203498
Shabazz Napier,2014-15,2,Heat,hip injury / sports hernia (out for season) | surgery to repair sports hernia (out for season),203894
Shabazz Napier,2016-17,1,Blazers,sore ankle (DTD),203894
Shabazz Napier,2017-18,1,Blazers,left big toe injury (DTD),203894
Shabazz Napier,2018-19,2,Nets,right hamstring injury (DTD),203894
Shane Larkin,2014-15,1,Knicks,illness (DTD),203499
Shane Larkin,2015-16,1,Nets,concussion (DTD),203499
Shane Larkin,2017-18,3,Celtics,undisclosed injury (DTD) | sore right knee (DTD) | sprained left shoulder (out for season),203499
Shaun Livingston,2016-17,3,Warriors,strained back (DTD) | placed on IL with birth of child | sprained right index finger (DTD),2733
Shaun Livingston,2017-18,1,Warriors,sore right knee (DTD),2733
Shaun Livingston,2018-19,3,Warriors,bruised pelvis (DTD) | sore left knee (DTD) | neck spasms (DTD),2733
Shavlik Randolph,2014-15,1,Celtics,hamstring injury (DTD),101183
Shawn Marion,2014-15,2,Cavaliers,sprained left ankle (DTD) | strained left hip (DTD),1890
Shawne Williams,2014-15,2,"Heat, Pistons",hip injury (DTD) | illness (DTD),200761
Shayne Whittington,2015-16,1,Pacers,sore ribs (DTD) (Y),203963
Sheldon McClellan / Sheldon Mac,2016-17,1,Wizards,strained calf (DTD),1627815
Sheldon McClellan / Sheldon Mac,2017-18,2,Wizards,torn Achilles tendon (out for season) | surgery to repair torn left Achilles tendon (out indefinitely),1627815
Shelvin Mack,2014-15,2,Hawks,separated right shoulder (out for season) | surgery to repair separated right shoulder (out for season),202714
Skal Labissiere,2017-18,1,Kings,sprained left ankle (out for season),1627746
Spencer Dinwiddie,2014-15,1,Pistons,sprained left ankle (out for season),203915
Spencer Dinwiddie,2015-16,2,Pistons,sore left knee (DTD) | sore ankle (DTD),203915
Spencer Dinwiddie,2018-19,1,Nets,right thumb injury (DTD),203915
Spencer Hawes,2015-16,5,Hornets,tightness in lower back (DTD) | sore lower back (DTD) | strained lower back (DTD),201150
Stanley Johnson,2015-16,1,Pistons,sprained right shoulder (DTD),1626169
Stanley Johnson,2017-18,1,Pistons,strained right hip flexor (DTD),1626169
Stanley Johnson,2018-19,4,"Pelicans, Pistons",toe injury (DTD) | bruised left knee (DTD) | bruised left quadricep (DTD),1626169
Stephen Curry,2014-15,1,Warriors,sprained right ankle / sore right foot (P) (DTD),201939
Stephen Curry,2015-16,4,Warriors,bruised lower left leg (DTD) | left ankle injury (DTD) | sprained right ankle (DTD),201939
Stephen Curry,2016-17,1,Warriors,bruised left knee (DTD),201939
Stephen Curry,2017-18,3,Warriors,sprained right ankle (DTD) | sprained MCL in left knee (out indefinitely),201939
Stephen Curry,2018-19,1,Warriors,strained left groin (out indefinitely),201939
Sterling Brown,2018-19,1,Bucks,right wrist injury (DTD),1628425
Steve Blake,2013-14,1,Lakers,torn ligament in right elbow (out indefinitely),2581
Steve Nash,2013-14,2,Lakers,nerve irritation in back (out indefinitely) | back injury (DTD),959
Steve Nash,2014-15,2,Lakers,back injury (out for season) | retired (effective at the end of the season),959
Steve Novak,2014-15,1,Thunder,appendectomy (out indefinitely),200779
Steve Novak,2015-16,2,Bucks,sprained MCL in left knee (out for season) | sprained MCL in left knee (out for season) (P),200779
Steve Novak,2016-17,1,Bucks,illness (DTD),200779
Steven Adams,2014-15,2,Thunder,migraine headache (DTD) | surgery on right finger to repair fracture (out indefinitely),203500
Steven Adams,2015-16,1,Thunder,sprained right elbow (DTD),203500
Steven Adams,2016-17,1,Thunder,concussion (DTD),203500
Steven Adams,2018-19,1,Thunder,sprained right ankle (DTD),203500
Sviatoslav Mykhailiuk / Svi Mykhailiuk,2018-19,1,Pistons,fractured left index finger (out for season),1629004
T.J. Leaf,2017-18,2,Pacers,sprained left ankle (DTD) | sore left calf (DTD),1628388
T.J. Leaf,2018-19,1,Pacers,sprained left ankle (DTD),1628388
T.J. McConnell,2015-16,1,76ers,sprained right ankle (DTD),204456
T.J. McConnell,2016-17,1,76ers,sprained right wrist (DTD),204456
T.J. McConnell,2017-18,1,76ers,left shoulder injury (DTD),204456
T.J. Warren,2014-15,1,Suns,fractured left thumb (out indefinitely),203933
T.J. Warren,2015-16,1,Suns,fractured right foot (out for season),203933
T.J. Warren,2016-17,3,Suns,illness (DTD) | head injury (DTD) | left foot injury (DTD),203933
Taj Gibson,2014-15,1,Bulls,surgery on left ankle (out for season),201959
Taj Gibson,2015-16,2,Bulls,strained right hamstring (DTD) | bruised (P Y) / fractured (CBC) ribs (out for season),201959
Taj Gibson,2018-19,2,Timberwolves,strained left calf (DTD) | strained left calf (out for season),201959
Tarik Black,2014-15,1,Lakers,sprained right ankle (DTD),204028
Tarik Black,2016-17,4,Lakers,sprained right ankle (DTD) | sore right ankle (DTD) | illness (DTD),204028
Tarik Black,2017-18,2,Rockets,eye injury (DTD) | sore lower back (DTD),204028
Taurean Prince,2018-19,2,Hawks,right Achilles injury (DTD) | left ankle injury (out indefinitely),1627752
Tayshaun Prince,2014-15,2,"Celtics, Pistons",hip injury (DTD) | undisclosed (out for season),2419
Terrance Ferguson,2017-18,1,Thunder,concussion (out indefinitely),1628390
Terrance Ferguson,2018-19,1,Thunder,illness (DTD),1628390
Terrence Jones,2014-15,2,Rockets,nerve inflammation in left leg (DTD) | partially collapsed lung (DTD),203093
Terrence Jones,2015-16,2,Rockets,placed on IL with facial (eyelid) injury | illness (DTD),203093
Terrence Jones,2016-17,1,Pelicans,sprained right thumb (DTD),203093
Terrence Ross,2014-15,1,Raptors,surgery on left ankle to remove bone spurs (out indefinitely),203082
Terrence Ross,2015-16,1,Raptors,left thumb ligament injury (DTD),203082
Terrence Ross,2016-17,1,Raptors,sprained/strained right index finger (DTD),203082
Terrence Ross,2017-18,1,Magic,sprained MCL in right knee and fractured right leg (out indefinitely),203082
Thabo Sefolosha,2014-15,2,Hawks,"fractured fibula, ligament damage in leg (out for season) | surgery on right leg to repair fractured fibula and ligament damage (out for season)",200757
Thabo Sefolosha,2015-16,1,Hawks,sore right wrist (DTD),200757
Thabo Sefolosha,2016-17,3,Hawks,sprained left knee (DTD) | groin injury (DTD) | strained right groin (DTD),200757
Thabo Sefolosha,2017-18,1,Jazz,surgery on right knee (out for season),200757
Thabo Sefolosha,2018-19,2,Jazz,strained right hamstring (DTD) | left hamstring injury (DTD),200757
Thaddeus Young,2014-15,1,Nets,strained left knee (DTD),201152
Thaddeus Young,2018-19,1,Pacers,right hand injury (DTD),201152
Thomas Robinson,2014-15,2,76ers,bruised ribs (DTD) | sprained left ankle (DTD),203080
Thomas Robinson,2015-16,2,Nets,illness (DTD) | sore right knee (out for season),203080
Tiago Splitter,2014-15,1,Spurs,calf injury (DTD),201168
Tiago Splitter,2015-16,3,Hawks,sore right hip (DTD) | strained calf (DTD) | surgery on right hip (out for season) (date approximate),201168
Tiago Splitter,2016-17,2,"76ers, Hawks",strained right hamstring (out indefinitely) | strained right calf (DTD),201168
Tim Duncan,2015-16,2,Spurs,right knee injury (DTD) | sore right knee (DTD),1495
Tim Frazier,2016-17,1,Pelicans,sprained right wrist (DTD),204025
Tim Frazier,2017-18,1,Wizards,fractured nose (DTD),204025
Tim Hardaway Jr.,2014-15,2,Knicks,lower back spasms (DTD) | sprained right wrist (DTD),203501
Tim Hardaway Jr.,2016-17,1,Hawks,sore groin (DTD),203501
Tim Hardaway Jr.,2017-18,1,Knicks,sprained left ankle (out for season),203501
Tim Hardaway Jr.,2018-19,3,Knicks,back injury (DTD) | right heel injury (DTD) | left hamstring injury (DTD),203501
Tim Quarterman,2016-17,2,Blazers,sprained left ankle (DTD) | concussion (DTD),1627817
Timofey Mozgov,2015-16,2,Cavaliers,strained right shoulder (DTD) | illness (DTD),202389
Timofey Mozgov,2016-17,1,Lakers,sore ankle (DTD),202389
Timofey Mozgov,2018-19,2,Magic,sore right knee (out for season) | surgery on right knee (out for season),202389
Timothe Luwawu-Cabarrot,2017-18,1,76ers,patellar tendinitis in right knee (DTD),1627789
Tobias Harris,2014-15,4,Magic,strained right calf (DTD) | sprained left ankle (DTD) | sore right knee (DTD),202699
Tobias Harris,2015-16,1,Magic,sore left ankle (DTD),202699
Tomas Satoransky,2016-17,1,Wizards,illness (DTD),203107
Tony Allen,2014-15,3,Grizzlies,flu / stomach virus (DTD) | right eye injury (DTD) | strained left hamstring (DTD),2754
Tony Allen,2015-16,4,Grizzlies,sore right knee (DTD) | sore left knee (DTD) | sore left hamstring (DTD),2754
Tony Allen,2016-17,3,Grizzlies,right knee injury (DTD) | left knee injury (DTD) | strained right calf (out for season),2754
Tony Allen,2017-18,1,Pelicans,left knee inflammation (DTD),2754
Tony Bradley,2017-18,1,Jazz,gastroenteritis (DTD),1628396
Tony Bradley,2018-19,1,Jazz,surgery on right knee (out indefinitely),1628396
Tony Snell,2017-18,2,Bucks,patella tendinitis in left knee (DTD) | bruised right thigh (DTD),203503
Tony Snell,2018-19,2,Bucks,sprained left ankle (DTD),203503
Tony Wroten Jr.,2014-15,2,76ers,sprained right knee (DTD) | sprained right ankle / knee (DTD),203100
Tony Wroten Jr.,2015-16,3,"76ers, Knicks",sore right knee (DTD) | knee injury (out for season),203100
Torrey Craig,2018-19,1,Nuggets,hamstring injury (DTD),1628470
Toure' Murry / Toure Murry,2014-15,1,Wizards,sprained left ankle (DTD),203315
Travis Wear,2014-15,2,Knicks,strained left hip (DTD) | sore lower back (out for season),204037
Treveon Graham,2016-17,1,Hornets,sore/strained left Achilles (DTD),1626203
Treveon Graham,2017-18,2,Hornets,bruised right quadriceps (DTD),1626203
Treveon Graham,2018-19,1,Nets,sore lower back (DTD),1626203
Trevon Duval,2018-19,1,Bucks,left eye injury (DTD),1628979
Trevor Ariza,2015-16,1,Rockets,bruised lower back (DTD),2772
Trevor Ariza,2017-18,2,Rockets,sprained left foot (DTD) | strained left hamstring (DTD),2772
Trevor Ariza,2018-19,2,Wizards,strained left groin (DTD) | strained left groin (out for season),2772
Trevor Booker,2014-15,1,Jazz,stomach flu (DTD),202344
Trevor Booker,2015-16,1,Jazz,concussion (DTD),202344
Trevor Booker,2016-17,4,Nets,illness (DTD) | bruised left hip (DTD) | sore left leg (DTD),202344
Trevor Booker,2017-18,5,"76ers, Nets",sore lower back (DTD) | sprained left ankle (DTD) | right big toe inflammation (DTD),202344
Trey Burke,2013-14,2,Jazz,fractured right index finger (out indefinitely) | surgery to repair fractured right index finger (out indefinitely),203504
Trey Burke,2014-15,3,Jazz,strep throat (DTD) | tightness in back (DTD) | back injury (DTD),203504
Trey Burke,2015-16,1,Jazz,flu (DTD),203504
Trey Burke,2018-19,1,Knicks,sprained right knee (DTD),203504
Trey Lyles,2018-19,1,Nuggets,strained left hamstring (DTD),1626168
Tristan Thompson,2017-18,3,Cavaliers,strained left calf (out indefinitely) | strained left calf (DTD) | sprained right ankle (DTD),202684
Tristan Thompson,2018-19,2,Cavaliers,sprained left foot (DTD) | sore left foot (DTD),202684
Troy Daniels,2016-17,1,Grizzlies,sprained MCL in right knee (DTD),203584
Troy Daniels,2017-18,2,Suns,sprained right ankle (DTD),203584
Troy Daniels,2018-19,1,Suns,concussion (DTD),203584
Troy Williams,2017-18,3,"Knicks, Rockets",sprained MCL in right knee (DTD) | illness (DTD) | fractured jaw (out for season),1627786
Troy Williams,2018-19,1,Kings,sore right ankle (DTD),1627786
Ty Lawson,2013-14,1,Nuggets,fractured left rib (out indefinitely),201951
Ty Lawson,2014-15,3,Nuggets,unspecified (DTD) | illness (DTD) | bruised right forearm (P) / hip flexor injury (DTD),201951
Ty Lawson,2015-16,5,"Pacers, Rockets",sprained left ankle (DTD) | sprained left foot (DTD) | sprained left foot (DTD) (P),201951
Ty Lawson,2016-17,5,Kings,sinus fracture (DTD) | sprained left ankle (DTD) | adductor muscle injury / strained left hamstring (DTD),201951
Tyler Cavanaugh,2017-18,1,Hawks,sprained right ankle (DTD),1628463
Tyler Ennis,2015-16,2,Bucks,sore left shoulder (DTD) | illness (DTD),203898
Tyler Ennis,2017-18,1,Lakers,flu (DTD),203898
Tyler Hansbrough,2015-16,1,Hornets,back spasms (out for season),201946
Tyler Johnson,2014-15,1,Heat,illness (DTD),204020
Tyler Johnson,2015-16,2,Heat,sore shoulder (DTD) | surgery on left shoulder (out indefinitely),204020
Tyler Johnson,2016-17,5,Heat,oral surgery to replace lost tooth (DTD) | illness (DTD) | migraine headache (DTD),204020
Tyler Johnson,2017-18,2,Heat,migraine headache (DTD) | strained left shoulder (DTD),204020
Tyler Johnson,2018-19,4,"Heat, Suns",bruised left hip (DTD) | left calf injury (DTD) | sore right knee (DTD),204020
Tyler Lydon,2017-18,1,Nuggets,arthroscopic surgery on left knee (out for season),1628399
Tyler Ulis,2017-18,1,Suns,back injury (DTD),1627755
Tyler Zeller,2016-17,2,Celtics,sinus ailment (DTD) | sinus infection (DTD),203092
Tyler Zeller,2017-18,2,"Bucks, Nets",sore left hip (DTD) | sore back (DTD),203092
Tyreke Evans,2013-14,2,Pelicans,sprained left ankle (out indefinitely) | arthroscopic surgery on right knee to remove scar tissue (out indefinitely),201936
Tyreke Evans,2014-15,3,Pelicans,bruised right knee (DTD) | ankle injury (DTD) | sprained left ankle (DTD),201936
Tyreke Evans,2015-16,5,Pelicans,arthroscopic surgery on right knee (out indefinitely) | right knee tendinitis (DTD) | right knee injury (DTD),201936
Tyreke Evans,2016-17,5,"Kings, Pelicans",recovering from surgery on right knee (out indefinitely) | left ankle injury (DTD) | sprained left ankle (DTD),201936
Tyreke Evans,2017-18,3,Grizzlies,sore right hip (DTD) | illness (DTD),201936
Tyreke Evans,2018-19,2,Pacers,bruised right knee (DTD) | food poisoning (DTD),201936
Tyrone Wallace,2018-19,1,Clippers,head injury (DTD),1627820
Tyson Chandler,2013-14,1,Knicks,fractured right fibula (out indefinitely),2199
Tyson Chandler,2014-15,1,Mavericks,strained left hip (DTD),2199
Tyson Chandler,2015-16,3,Suns,bruised right shoulder (DTD) | back spasms / sore back (DTD) | concussion (out for season),2199
Tyson Chandler,2016-17,1,Suns,gastroenteritis (DTD),2199
Tyson Chandler,2017-18,4,Suns,back spasms (DTD) | illness (DTD) | neck spasms (DTD),2199
Tyson Chandler,2018-19,3,Lakers,back spasms (DTD) | right big toe injury (DTD) | illness (DTD),2199
Tyus Jones,2017-18,1,Timberwolves,sore right knee (DTD),1626145
Tyus Jones,2018-19,1,Timberwolves,sore right foot (DTD),1626145
Udonis Haslem,2014-15,3,Heat,strained left quadriceps (DTD) | wrist injury (DTD) | illness (DTD),2617
Udonis Haslem,2015-16,2,Heat,illness (DTD) | foot injury (DTD),2617
Udonis Haslem,2018-19,1,Heat,illness (DTD),2617
Victor Oladipo,2014-15,1,Magic,surgery to repair facial fracture (out indefinitely),203506
Victor Oladipo,2015-16,3,Magic,concussion (DTD) | sore right wrist (DTD),203506
Victor Oladipo,2016-17,1,Thunder,sprained right wrist (DTD),203506
Victor Oladipo,2018-19,1,Pacers,surgery on right knee to repair ruptured quadriceps tendon (out for season),203506
Vince Carter,2015-16,1,Grizzlies,strained left calf (DTD),1713
Vince Carter,2016-17,1,Grizzlies,sore right hip (DTD),1713
Vince Carter,2017-18,1,Kings,rib injury (DTD),1713
Walter Tavares / Edy Tavares,2016-17,1,Cavaliers,fractured right hand (out for season),204002
Wayne Ellington,2013-14,1,Mavericks,illness (DTD),201961
Wayne Ellington,2014-15,3,Lakers,concussion (DTD) | death of father (DTD) | separated right shoulder (DTD),201961
Wayne Ellington,2015-16,2,Nets,migraine headache (DTD) | upper respiratory infection (DTD),201961
